"","obsTime","Values","geo","Country"
"594","2006",141.018245018726,"LV","Latvia"
"595","2007",167.29549754505,"LV","Latvia"
"596","2008",208.675396064282,"LV","Latvia"
"597","2009",179.28854369025,"LV","Latvia"
"598","2010",154.330059501758,"LV","Latvia"
"599","2011",162.970079996155,"LV","Latvia"
"600","2012",178.548613412282,"LV","Latvia"
"601","2013",188.636993003764,"LV","Latvia"
"602","2014",197.967577529837,"LV","Latvia"
"603","2015",199.439425606448,"LV","Latvia"
"604","2016",196.68578526336,"LV","Latvia"
"605","2017",195.996133667102,"LV","Latvia"
"606","2018",204.165885944377,"LV","Latvia"
"607","2019",213.639672963501,"LV","Latvia"
"608","1979",34.09350186639,"NO","Norway"
"609","1980",36.374003663018,"NO","Norway"
"610","1981",40.3902219836649,"NO","Norway"
"611","1982",45.4706706754342,"NO","Norway"
"612","1983",49.6515906367005,"NO","Norway"
"613","1984",53.2750571370223,"NO","Norway"
"614","1985",55.8849622153159,"NO","Norway"
"615","1986",58.596227996816,"NO","Norway"
"616","1987",62.0296488798803,"NO","Norway"
"617","1988",66.9327277435471,"NO","Norway"
"618","1989",72.0258484236355,"NO","Norway"
"619","1990",76.700877107597,"NO","Norway"
"620","1991",80.4510330844179,"NO","Norway"
"621","1992",83.4663657721918,"NO","Norway"
"622","1993",85.9115730107022,"NO","Norway"
"623","1994",86.4816908582932,"NO","Norway"
"624","1995",87.7739790107936,"NO","Norway"
"625","1996",89.2943097413269,"NO","Norway"
"626","1997",91.4481182610459,"NO","Norway"
"627","1998",93.5892585932824,"NO","Norway"
"628","1999",96.1991674724123,"NO","Norway"
"629","2000",100,"NO","Norway"
"630","2001",103.851520480864,"NO","Norway"
"631","2002",108.488537000705,"NO","Norway"
"632","2003",112.808826028462,"NO","Norway"
"633","2004",115.076655837197,"NO","Norway"
"634","2005",117.395158395863,"NO","Norway"
"635","2006",120.04308323995,"NO","Norway"
"636","2007",122.336249423651,"NO","Norway"
"637","2008",126.010388673903,"NO","Norway"
"638","2009",130.343342088306,"NO","Norway"
"639","2010",134.055497303516,"NO","Norway"
"640","2011",137.07082999129,"NO","Norway"
"641","2012",139.693403257066,"NO","Norway"
"642","2013",144.039024858952,"NO","Norway"
"643","2014",147.928549902263,"NO","Norway"
"644","2015",152.020758343624,"NO","Norway"
"645","2016",154.947402316511,"NO","Norway"
"646","2017",158.24151114563,"NO","Norway"
"647","2018",160.978113302095,"NO","Norway"
"648","2019",163.930070844073,"NO","Norway"
"649","1959",27.6880570993133,"CA","Canada"
"650","1960",27.7744254708113,"CA","Canada"
"651","1961",27.8089672942899,"CA","Canada"
"652","1962",27.9903264477038,"CA","Canada"
"653","1963",28.0853233686226,"CA","Canada"
"654","1964",28.2407784566088,"CA","Canada"
"655","1965",28.4048713026236,"CA","Canada"
"656","1966",28.8971437015366,"CA","Canada"
"657","1967",29.8644099137397,"CA","Canada"
"658","1968",31.1684965064351,"CA","Canada"
"659","1969",32.4553075830736,"CA","Canada"
"660","1970",33.534849301818,"CA","Canada"
"661","1971",34.1566635146318,"CA","Canada"
"662","1972",34.6143910205624,"CA","Canada"
"663","1973",35.2362052333764,"CA","Canada"
"664","1974",36.2725643011099,"CA","Canada"
"665","1975",38.2243753111388,"CA","Canada"
"666","1976",40.9534525524022,"CA","Canada"
"667","1977",43.5788981842843,"CA","Canada"
"668","1978",45.8847958821652,"CA","Canada"
"669","1979",48.0438731805225,"CA","Canada"
"670","1980",50.4015912874428,"CA","Canada"
"671","1981",53.7697582575769,"CA","Canada"
"672","1982",58.5629158762791,"CA","Canada"
"673","1983",62.9933521186664,"CA","Canada"
"674","1984",66.1369742148496,"CA","Canada"
"675","1985",68.9783238930885,"CA","Canada"
"676","1986",71.7419490969,"CA","Canada"
"677","1987",74.3242120777712,"CA","Canada"
"678","1988",77.2519270580318,"CA","Canada"
"679","1989",81.1641806969866,"CA","Canada"
"680","1990",84.4114405416826,"CA","Canada"
"681","1991",87.3391524523773,"CA","Canada"
"682","1992",89.7227746246857,"CA","Canada"
"683","1993",91.6400407417322,"CA","Canada"
"684","1994",93.1513966923219,"CA","Canada"
"685","1995",94.4900312475654,"CA","Canada"
"686","1996",95.6991147802108,"CA","Canada"
"687","1997",96.8477462849199,"CA","Canada"
"688","1998",97.9013777991446,"CA","Canada"
"689","1999",98.9118297319243,"CA","Canada"
"690","2000",100,"CA","Canada"
"691","2001",101.614999838234,"CA","Canada"
"692","2002",103.627259806633,"CA","Canada"
"693","2003",105.199073924291,"CA","Canada"
"694","2004",106.287250331498,"CA","Canada"
"695","2005",107.159519622782,"CA","Canada"
"696","2006",108.187244002053,"CA","Canada"
"697","2007",109.86268358996,"CA","Canada"
"698","2008",111.762677260516,"CA","Canada"
"699","2009",113.43812605712,"CA","Canada"
"700","2010",114.828571812706,"CA","Canada"
"701","2011",116.106751270447,"CA","Canada"
"702","2012",117.730379658012,"CA","Canada"
"703","2013",119.630370259002,"CA","Canada"
"704","2014",121.35763639508,"CA","Canada"
"705","2015",122.78261783495,"CA","Canada"
"706","2016",123.594438167865,"CA","Canada"
"707","2017",124.38036978322,"CA","Canada"
"708","2018",125.796698117233,"CA","Canada"
"709","2019",129.233936455888,"CA","Canada"
"710","1985",53.2830898832172,"KR","Korea, Republic of"
"711","1986",55.4230769805756,"KR","Korea, Republic of"
"712","1987",57.1719448821876,"KR","Korea, Republic of"
"713","1988",60.262142403106,"KR","Korea, Republic of"
"714","1989",64.2354629006492,"KR","Korea, Republic of"
"715","1990",71.0127644815669,"KR","Korea, Republic of"
"716","1991",79.290492729021,"KR","Korea, Republic of"
"717","1992",85.331732092576,"KR","Korea, Republic of"
"718","1993",90.2835834767619,"KR","Korea, Republic of"
"719","1994",93.8101210487402,"KR","Korea, Republic of"
"720","1995",97.401561960867,"KR","Korea, Republic of"
"721","1996",100.859185312126,"KR","Korea, Republic of"
"722","1997",104.146893177379,"KR","Korea, Republic of"
"723","1998",104.69066648766,"KR","Korea, Republic of"
"724","1999",100.429051187186,"KR","Korea, Republic of"
"725","2000",100,"KR","Korea, Republic of"
"726","2001",104.081865864559,"KR","Korea, Republic of"
"727","2002",110.046650551921,"KR","Korea, Republic of"
"728","2003",113.978524068146,"KR","Korea, Republic of"
"729","2004",115.77868383975,"KR","Korea, Republic of"
"730","2005",115.517371324297,"KR","Korea, Republic of"
"731","2006",115.979472167388,"KR","Korea, Republic of"
"732","2007",118.078260228776,"KR","Korea, Republic of"
"733","2008",120.754976071633,"KR","Korea, Republic of"
"734","2009",122.641909421263,"KR","Korea, Republic of"
"735","2010",124.943060992476,"KR","Korea, Republic of"
"736","2011",129.888597062891,"KR","Korea, Republic of"
"737","2012",135.366373338816,"KR","Korea, Republic of"
"738","2013",138.968990022716,"KR","Korea, Republic of"
"739","2014",142.229839573164,"KR","Korea, Republic of"
"740","2015",145.84897743876,"KR","Korea, Republic of"
"741","2016",148.566626140972,"KR","Korea, Republic of"
"742","2017",150.9646951718,"KR","Korea, Republic of"
"743","2018",151.898136468316,"KR","Korea, Republic of"
"744","2019",151.742550764777,"KR","Korea, Republic of"
"745","1966",10.8168850682094,"AT","Austria"
"746","1967",11.4613374757391,"AT","Austria"
"747","1968",12.2644236854019,"AT","Austria"
"748","1969",13.1594463904738,"AT","Austria"
"749","1970",14.6493484160562,"AT","Austria"
"750","1971",16.5277228253565,"AT","Austria"
"751","1972",18.2060018980004,"AT","Austria"
"752","1973",20.31692240886,"AT","Austria"
"753","1974",21.3660722028838,"AT","Austria"
"754","1975",23.618498879884,"AT","Austria"
"755","1976",27.7817522493934,"AT","Austria"
"756","1977",30.7218996529892,"AT","Austria"
"757","1978",32.3803496426952,"AT","Austria"
"758","1979",33.5367601996698,"AT","Austria"
"759","1980",34.6571185687152,"AT","Austria"
"760","1981",36.7572211457361,"AT","Austria"
"761","1982",40.9745527971395,"AT","Austria"
"762","1983",46.8314011561483,"AT","Austria"
"763","1984",50.3907670926612,"AT","Austria"
"764","1985",53.9212852056047,"AT","Austria"
"765","1986",56.0403096774278,"AT","Austria"
"766","1987",57.95384275128,"AT","Austria"
"767","1988",59.209398722943,"AT","Austria"
"768","1989",60.7768148504562,"AT","Austria"
"769","1990",63.3131648436394,"AT","Austria"
"770","1991",66.3767885236445,"AT","Austria"
"771","1992",70.6779458771147,"AT","Austria"
"772","1993",74.3535723383785,"AT","Austria"
"773","1994",79.0900737156409,"AT","Austria"
"774","1995",85.0722165230974,"AT","Austria"
"775","1996",90.23594657589,"AT","Austria"
"776","1997",93.5304462771151,"AT","Austria"
"777","1998",96.3565247564207,"AT","Austria"
"778","1999",98.3355328701341,"AT","Austria"
"779","2000",100,"AT","Austria"
"780","2001",102.824993254803,"AT","Austria"
"781","2002",104.566665199454,"AT","Austria"
"782","2003",109.116659244892,"AT","Austria"
"783","2004",112.916665974904,"AT","Austria"
"784","2005",116.787135360012,"AT","Austria"
"785","2006",119.405332606935,"AT","Austria"
"786","2007",121.751004875371,"AT","Austria"
"787","2008",123.279094109656,"AT","Austria"
"788","2009",129.070273186237,"AT","Austria"
"789","2010",134.150942013337,"AT","Austria"
"790","2011",138.602144184952,"AT","Austria"
"791","2012",144.708560732747,"AT","Austria"
"792","2013",149.204479822943,"AT","Austria"
"793","2014",155.131959857546,"AT","Austria"
"794","2015",162.000791161057,"AT","Austria"
"795","2016",166.994953827544,"AT","Austria"
"796","2017",173.892405902633,"AT","Austria"
"797","2018",180.357833342802,"AT","Austria"
"798","2019",185.716453270157,"AT","Austria"
"799","1960",4.08264657620628,"IT","Italy"
"800","1961",4.46993545221518,"IT","Italy"
"801","1962",4.89523128804265,"IT","Italy"
"802","1963",5.37681570247286,"IT","Italy"
"803","1964",5.80692284014436,"IT","Italy"
"804","1965",6.0311172183091,"IT","Italy"
"805","1966",6.26236750835732,"IT","Italy"
"806","1967",6.51177954957221,"IT","Italy"
"807","1968",6.7848984585869,"IT","Italy"
"808","1969",7.08239795047019,"IT","Italy"
"809","1970",7.49844207468281,"IT","Italy"
"810","1971",7.77194615347561,"IT","Italy"
"811","1972",8.09429440873365,"IT","Italy"
"812","1973",8.6726749767893,"IT","Italy"
"813","1974",9.15850588802317,"IT","Italy"
"814","1975",10.4395583231446,"IT","Italy"
"815","1976",11.7106059732797,"IT","Italy"
"816","1977",12.4150609107838,"IT","Italy"
"817","1978",13.2657163347714,"IT","Italy"
"818","1979",16.9588095023263,"IT","Italy"
"819","1980",20.4396551956963,"IT","Italy"
"820","1981",23.6466285746839,"IT","Italy"
"821","1982",27.5669064988704,"IT","Italy"
"822","1983",32.7243132256286,"IT","Italy"
"823","1984",40.1785504274149,"IT","Italy"
"824","1985",42.6087326563975,"IT","Italy"
"825","1986",46.4022332762905,"IT","Italy"
"826","1987",49.08959934289,"IT","Italy"
"827","1988",51.2728811032452,"IT","Italy"
"828","1989",54.1329161250285,"IT","Italy"
"829","1990",57.5167621224678,"IT","Italy"
"830","1991",60.992676978592,"IT","Italy"
"831","1992",64.5443939111343,"IT","Italy"
"832","1993",68.6808749367186,"IT","Italy"
"833","1994",73.7903579099642,"IT","Italy"
"834","1995",78.3678018841902,"IT","Italy"
"835","1996",84.234061987293,"IT","Italy"
"836","1997",89.8133794530314,"IT","Italy"
"837","1998",94.4595656600152,"IT","Italy"
"838","1999",97.5894274140097,"IT","Italy"
"839","2000",100,"IT","Italy"
"840","2001",102.255060217502,"IT","Italy"
"841","2002",104.607313148493,"IT","Italy"
"842","2003",107.503892926738,"IT","Italy"
"843","2004",110.517108659225,"IT","Italy"
"844","2005",112.986004255969,"IT","Italy"
"845","2006",115.791861215127,"IT","Italy"
"846","2007",118.40980264171,"IT","Italy"
"847","2008",121.319338987533,"IT","Italy"
"848","2009",125.38880525044,"IT","Italy"
"849","2010",127.831781000517,"IT","Italy"
"850","2011",129.894321590464,"IT","Italy"
"851","2012",132.72807829136,"IT","Italy"
"852","2013",134.475184683102,"IT","Italy"
"853","2014",134.05972551473,"IT","Italy"
"854","2015",134.240828865957,"IT","Italy"
"855","2016",134.64403953092,"IT","Italy"
"856","2017",134.912499879613,"IT","Italy"
"857","2018",135.427037695423,"IT","Italy"
"858","2019",135.796170674752,"IT","Italy"
"859","1959",1.34944215202787,"PT","Portugal"
"860","1960",1.41830165922268,"PT","Portugal"
"861","1961",1.51169615726191,"PT","Portugal"
"862","1962",1.55218720511902,"PT","Portugal"
"863","1963",1.54144611875394,"PT","Portugal"
"864","1964",1.62350907621976,"PT","Portugal"
"865","1965",1.75818588443097,"PT","Portugal"
"866","1966",1.93991644741846,"PT","Portugal"
"867","1967",2.28334429142578,"PT","Portugal"
"868","1968",2.56604628296633,"PT","Portugal"
"869","1969",2.94594222509673,"PT","Portugal"
"870","1970",3.08502037397675,"PT","Portugal"
"871","1971",3.9575055882341,"PT","Portugal"
"872","1972",4.80699363670759,"PT","Portugal"
"873","1973",5.96744008372194,"PT","Portugal"
"874","1974",7.19784955311457,"PT","Portugal"
"875","1975",7.66730695370735,"PT","Portugal"
"876","1976",9.66342535570268,"PT","Portugal"
"877","1977",10.6731946669243,"PT","Portugal"
"878","1978",11.4416781092115,"PT","Portugal"
"879","1979",12.1582383803695,"PT","Portugal"
"880","1980",12.9763049726753,"PT","Portugal"
"881","1981",13.8494147642576,"PT","Portugal"
"882","1982",14.7813548804411,"PT","Portugal"
"883","1983",15.776580258347,"PT","Portugal"
"884","1984",18.7737474714533,"PT","Portugal"
"885","1985",21.7870686553046,"PT","Portugal"
"886","1986",27.0878971456923,"PT","Portugal"
"887","1987",31.2215735582545,"PT","Portugal"
"888","1988",36.6960009578757,"PT","Portugal"
"889","1989",41.8548774576072,"PT","Portugal"
"890","1990",49.2696250645883,"PT","Portugal"
"891","1991",61.0804465956552,"PT","Portugal"
"892","1992",71.0745163268549,"PT","Portugal"
"893","1993",77.8050158918841,"PT","Portugal"
"894","1994",83.6143818147666,"PT","Portugal"
"895","1995",87.8329585809832,"PT","Portugal"
"896","1996",90.4244363806001,"PT","Portugal"
"897","1997",93.9002699367458,"PT","Portugal"
"898","1998",96.2989827357609,"PT","Portugal"
"899","1999",97.6507602996213,"PT","Portugal"
"900","2000",100,"PT","Portugal"
"901","2001",102.724064703495,"PT","Portugal"
"902","2002",106.124920395869,"PT","Portugal"
"903","2003",108.660011154494,"PT","Portugal"
"904","2004",111.511764046121,"PT","Portugal"
"905","2005",114.18201076524,"PT","Portugal"
"906","2006",117.082018329486,"PT","Portugal"
"907","2007",120.226143441901,"PT","Portugal"
"908","2008",123.868672684214,"PT","Portugal"
"909","2009",127.203333184812,"PT","Portugal"
"910","2010",129.862774859133,"PT","Portugal"
"911","2011",131.080071777798,"PT","Portugal"
"912","2012",133.707645001539,"PT","Portugal"
"913","2013",135.372743852871,"PT","Portugal"
"914","2014",141.366292197782,"PT","Portugal"
"915","2015",142.923872992558,"PT","Portugal"
"916","2016",145.360224793526,"PT","Portugal"
"917","2017",146.806185616591,"PT","Portugal"
"918","2018",149.579730564917,"PT","Portugal"
"919","2019",154.315227247251,"PT","Portugal"
"920","1960",16.1236431129764,"DE","Germany"
"921","1961",17.5124523986678,"DE","Germany"
"922","1962",17.9290975808402,"DE","Germany"
"923","1963",18.9120551198601,"DE","Germany"
"924","1964",19.9961138672133,"DE","Germany"
"925","1965",21.0970173238751,"DE","Germany"
"926","1966",22.7596197898744,"DE","Germany"
"927","1967",24.3098842514143,"DE","Germany"
"928","1968",26.0848127391525,"DE","Germany"
"929","1969",27.7530321053748,"DE","Germany"
"930","1970",28.9887471587482,"DE","Germany"
"931","1971",30.7412110412746,"DE","Germany"
"932","1972",32.5554698132941,"DE","Germany"
"933","1973",34.4371194052688,"DE","Germany"
"934","1974",36.110955671714,"DE","Germany"
"935","1975",38.3745634658911,"DE","Germany"
"936","1976",40.2562160535459,"DE","Germany"
"937","1977",41.6155059075047,"DE","Germany"
"938","1978",42.8568408567811,"DE","Germany"
"939","1979",44.2329724243687,"DE","Germany"
"940","1980",46.4404112163159,"DE","Germany"
"941","1981",48.5018046111057,"DE","Germany"
"942","1982",50.9507671169606,"DE","Germany"
"943","1983",53.6974223389529,"DE","Germany"
"944","1984",55.7307372239882,"DE","Germany"
"945","1985",57.4607365013028,"DE","Germany"
"946","1986",58.4717755457574,"DE","Germany"
"947","1987",59.3985640825476,"DE","Germany"
"948","1988",60.6960650383737,"DE","Germany"
"949","1989",62.5327824242446,"DE","Germany"
"950","1990",64.6335031076357,"DE","Germany"
"951","1991",68.5248316685073,"DE","Germany"
"952","1992",75.5943132157001,"DE","Germany"
"953","1993",83.3718746855611,"DE","Germany"
"954","1994",87.7860213235066,"DE","Germany"
"955","1995",91.4333556597455,"DE","Germany"
"956","1996",94.4098224708048,"DE","Germany"
"957","1997",96.7351892126235,"DE","Germany"
"958","1998",97.916472637152,"DE","Germany"
"959","1999",98.8187165754716,"DE","Germany"
"960","2000",100,"DE","Germany"
"961","2001",101.125474337074,"DE","Germany"
"962","2002",102.502089567694,"DE","Germany"
"963","2003",103.608963851148,"DE","Germany"
"964","2004",104.427497133818,"DE","Germany"
"965","2005",105.432051781407,"DE","Germany"
"966","2006",106.576135098697,"DE","Germany"
"967","2007",107.794627557061,"DE","Germany"
"968","2008",109.16193532204,"DE","Germany"
"969","2009",110.324621668482,"DE","Germany"
"970","2010",111.626827758029,"DE","Germany"
"971","2011",113.012744503224,"DE","Germany"
"972","2012",114.361455190117,"DE","Germany"
"973","2013",115.868291624798,"DE","Germany"
"974","2014",117.598361433766,"DE","Germany"
"975","2015",119.021299754251,"DE","Germany"
"976","2016",120.370197899691,"DE","Germany"
"977","2017",122.036525851575,"DE","Germany"
"978","2018",123.851570917502,"DE","Germany"
"979","2019",125.636890413771,"DE","Germany"
"980","1980",0.142322582673843,"MX","Mexico"
"981","1981",0.18751785780811,"MX","Mexico"
"982","1982",0.286863767633585,"MX","Mexico"
"983","1983",0.483730008486407,"MX","Mexico"
"984","1984",0.709020997417972,"MX","Mexico"
"985","1985",1.03592564291802,"MX","Mexico"
"986","1986",1.69484384664859,"MX","Mexico"
"987","1987",3.05521146024476,"MX","Mexico"
"988","1988",7.13038214437462,"MX","Mexico"
"989","1989",12.7458846829938,"MX","Mexico"
"990","1990",18.8956452468156,"MX","Mexico"
"991","1991",25.0731913702208,"MX","Mexico"
"992","1992",29.673432488582,"MX","Mexico"
"993","1993",32.6395928756188,"MX","Mexico"
"994","1994",35.0371302910604,"MX","Mexico"
"995","1995",45.1503650008788,"MX","Mexico"
"996","1996",58.0962357997089,"MX","Mexico"
"997","1997",69.4494321852967,"MX","Mexico"
"998","1998",80.4806136209553,"MX","Mexico"
"999","1999",92.0226863296622,"MX","Mexico"
"1000","2000",100,"MX","Mexico"
"1001","2001",105.782036189745,"MX","Mexico"
"1002","2002",113.431426755374,"MX","Mexico"
"1003","2003",119.670819771246,"MX","Mexico"
"1004","2004",124.28377573104,"MX","Mexico"
"1005","2005",128.116789613726,"MX","Mexico"
"1006","2006",132.184517253699,"MX","Mexico"
"1007","2007",136.201229618302,"MX","Mexico"
"1008","2008",140.319373512396,"MX","Mexico"
"1009","2009",144.990352475591,"MX","Mexico"
"1010","2010",148.417541771064,"MX","Mexico"
"1011","2011",151.422392366139,"MX","Mexico"
"1012","2012",154.244254278447,"MX","Mexico"
"1013","2013",157.539055775115,"MX","Mexico"
"1014","2014",160.756189653738,"MX","Mexico"
"1015","2015",164.115431066358,"MX","Mexico"
"1016","2016",167.764270532438,"MX","Mexico"
"1017","2017",171.885577751071,"MX","Mexico"
"1018","2018",176.205423587619,"MX","Mexico"
"1019","2019",181.159329312579,"MX","Mexico"
"1020","1960",12.833516150995,"US","United States"
"1021","1961",12.9479497494351,"US","United States"
"1022","1962",13.0835747549939,"US","United States"
"1023","1963",13.257344293366,"US","United States"
"1024","1964",13.4734966459752,"US","United States"
"1025","1965",13.7235552499742,"US","United States"
"1026","1966",14.1431451109215,"US","United States"
"1027","1967",14.6220709118008,"US","United States"
"1028","1968",15.3171490652893,"US","United States"
"1029","1969",16.5674420852838,"US","United States"
"1030","1970",18.0677937092772,"US","United States"
"1031","1971",18.8264460841214,"US","United States"
"1032","1972",19.665625806016,"US","United States"
"1033","1973",20.5641414678427,"US","United States"
"1034","1974",22.5773251441051,"US","United States"
"1035","1975",24.8024228915531,"US","United States"
"1036","1976",26.1671495099878,"US","United States"
"1037","1977",27.9302745822513,"US","United States"
"1038","1978",30.7487317290187,"US","United States"
"1039","1979",35.0251576855424,"US","United States"
"1040","1980",41.1749040313462,"US","United States"
"1041","1981",45.9895917286811,"US","United States"
"1042","1982",49.2488301435144,"US","United States"
"1043","1983",50.9914324494741,"US","United States"
"1044","1984",53.5207182478841,"US","United States"
"1045","1985",56.5798700043488,"US","United States"
"1046","1986",59.7259594666742,"US","United States"
"1047","1987",62.540881806386,"US","United States"
"1048","1988",65.5586372231501,"US","United States"
"1049","1989",68.5515548360937,"US","United States"
"1050","1990",72.2937479951176,"US","United States"
"1051","1991",75.5722985545002,"US","United States"
"1052","1992",78.134701424541,"US","United States"
"1053","1993",80.481850518123,"US","United States"
"1054","1994",82.9697399767023,"US","United States"
"1055","1995",85.6397733299651,"US","United States"
"1056","1996",88.4091578985097,"US","United States"
"1057","1997",91.1081704870594,"US","United States"
"1058","1998",94.1673186485316,"US","United States"
"1059","1999",96.8456384597196,"US","United States"
"1060","2000",100,"US","United States"
"1061","2001",103.746327400505,"US","United States"
"1062","2002",107.654095133354,"US","United States"
"1063","2003",110.212363761914,"US","United States"
"1064","2004",113.209415616339,"US","United States"
"1065","2005",116.111268471926,"US","United States"
"1066","2006",120.15978735475,"US","United States"
"1067","2007",124.591467738051,"US","United States"
"1068","2008",127.740328939665,"US","United States"
"1069","2009",129.117520271894,"US","United States"
"1070","2010",128.8648900364,"US","United States"
"1071","2011",131.062336526387,"US","United States"
"1072","2012",134.538953442205,"US","United States"
"1073","2013",138.341154936549,"US","United States"
"1074","2014",142.701536261583,"US","United States"
"1075","2015",147.801497917947,"US","United States"
"1076","2016",153.377775838061,"US","United States"
"1077","2017",159.228018655812,"US","United States"
"1078","2018",164.987030985287,"US","United States"
"1079","2019",171.102503630202,"US","United States"
"1080","1959",8.83989315746656,"IE","Ireland"
"1081","1960",9.10721190245325,"IE","Ireland"
"1082","1961",9.41677182057053,"IE","Ireland"
"1083","1962",9.81734234020595,"IE","Ireland"
"1084","1963",10.2701526664228,"IE","Ireland"
"1085","1964",10.8207070003882,"IE","Ireland"
"1086","1965",11.4912490281717,"IE","Ireland"
"1087","1966",12.2166838020166,"IE","Ireland"
"1088","1967",12.9576265681555,"IE","Ireland"
"1089","1968",13.8565116587722,"IE","Ireland"
"1090","1969",15.3473932913206,"IE","Ireland"
"1091","1970",16.7839354361488,"IE","Ireland"
"1092","1971",18.5265078710555,"IE","Ireland"
"1093","1972",20.6717351991521,"IE","Ireland"
"1094","1973",22.1013419089002,"IE","Ireland"
"1095","1974",24.0602639551892,"IE","Ireland"
"1096","1975",26.7357083367922,"IE","Ireland"
"1097","1976",30.5570423223202,"IE","Ireland"
"1098","1977",33.1054079518727,"IE","Ireland"
"1099","1978",29.5208872745062,"IE","Ireland"
"1100","1979",32.2466149130142,"IE","Ireland"
"1101","1980",38.5731895843118,"IE","Ireland"
"1102","1981",44.6617254920988,"IE","Ireland"
"1103","1982",52.0244464139716,"IE","Ireland"
"1104","1983",54.6498221912939,"IE","Ireland"
"1105","1984",59.8328948292471,"IE","Ireland"
"1106","1985",64.8969535837193,"IE","Ireland"
"1107","1986",67.8677102716014,"IE","Ireland"
"1108","1987",74.7333608157665,"IE","Ireland"
"1109","1988",73.547857685882,"IE","Ireland"
"1110","1989",79.4800437893249,"IE","Ireland"
"1111","1990",93.7990066849517,"IE","Ireland"
"1112","1991",98.5477718697672,"IE","Ireland"
"1113","1992",107.740337903946,"IE","Ireland"
"1114","1993",101.466742637407,"IE","Ireland"
"1115","1994",92.5791409386801,"IE","Ireland"
"1116","1995",98.634905137358,"IE","Ireland"
"1117","1996",97.5893101284994,"IE","Ireland"
"1118","1997",103.659593036583,"IE","Ireland"
"1119","1998",107.406323542989,"IE","Ireland"
"1120","1999",89.4423475076417,"IE","Ireland"
"1121","2000",100,"IE","Ireland"
"1122","2001",120.490849199943,"IE","Ireland"
"1123","2002",117.615447167215,"IE","Ireland"
"1124","2003",111.015590656607,"IE","Ireland"
"1125","2004",113.883907727235,"IE","Ireland"
"1126","2005",123.791315340863,"IE","Ireland"
"1127","2006",152.240325108152,"IE","Ireland"
"1128","2007",199.918804485343,"IE","Ireland"
"1129","2008",224.19707019588,"IE","Ireland"
"1130","2009",149.650052878778,"IE","Ireland"
"1131","2010",153.264736668641,"IE","Ireland"
"1132","2011",174.908821034151,"IE","Ireland"
"1133","2012",169.450219127456,"IE","Ireland"
"1134","2013",168.074589270754,"IE","Ireland"
"1135","2014",166.84534414405,"IE","Ireland"
"1136","2015",168.0892340471,"IE","Ireland"
"1137","2016",172.55265511476,"IE","Ireland"
"1138","2017",179.138139994061,"IE","Ireland"
"1139","2018",186.996732891171,"IE","Ireland"
"1140","2019",195.587060342297,"IE","Ireland"
"1141","1998",89.8592690233024,"EE","Estonia"
"1142","1999",97.3941203099152,"EE","Estonia"
"1143","2000",100,"EE","Estonia"
"1144","2001",109.837728765478,"EE","Estonia"
"1145","2002",110.369673712969,"EE","Estonia"
"1146","2003",113.5748496807,"EE","Estonia"
"1147","2004",119.964987212927,"EE","Estonia"
"1148","2005",125.762575981282,"EE","Estonia"
"1149","2006",154.050235943505,"EE","Estonia"
"1150","2007",195.333646829164,"EE","Estonia"
"1151","2008",187.401525129452,"EE","Estonia"
"1152","2009",128.671474753268,"EE","Estonia"
"1153","2010",115.325567821011,"EE","Estonia"
"1154","2011",140.206048473599,"EE","Estonia"
"1155","2012",165.719484186056,"EE","Estonia"
"1156","2013",189.051250040237,"EE","Estonia"
"1157","2014",209.716532387954,"EE","Estonia"
"1158","2015",225.104713084909,"EE","Estonia"
"1159","2016",239.700952890761,"EE","Estonia"
"1160","2017",257.248653142225,"EE","Estonia"
"1161","2018",274.446146736308,"EE","Estonia"
"1162","2019",294.168752453716,"EE","Estonia"
"1163","1961",4.95227967452775,"ES","Spain"
"1164","1962",5.27157870642362,"ES","Spain"
"1165","1963",5.49571533613439,"ES","Spain"
"1166","1964",5.80374585698968,"ES","Spain"
"1167","1965",6.41354603902498,"ES","Spain"
"1168","1966",6.93193937232831,"ES","Spain"
"1169","1967",7.53047030303979,"ES","Spain"
"1170","1968",8.04260129620917,"ES","Spain"
"1171","1969",8.15028689825744,"ES","Spain"
"1172","1970",8.54722081224977,"ES","Spain"
"1173","1971",9.05184069840503,"ES","Spain"
"1174","1972",9.51388629463066,"ES","Spain"
"1175","1973",10.4905678200792,"ES","Spain"
"1176","1974",11.8391405610482,"ES","Spain"
"1177","1975",13.4932392569336,"ES","Spain"
"1178","1976",15.1043677603314,"ES","Spain"
"1179","1977",17.0771105532143,"ES","Spain"
"1180","1978",19.2322170482875,"ES","Spain"
"1181","1979",21.832901986871,"ES","Spain"
"1182","1980",24.4638957516569,"ES","Spain"
"1183","1981",27.7121388747349,"ES","Spain"
"1184","1982",31.0698143111619,"ES","Spain"
"1185","1983",33.7335848335539,"ES","Spain"
"1186","1984",35.6266488547247,"ES","Spain"
"1187","1985",37.995928716357,"ES","Spain"
"1188","1986",40.8574805757187,"ES","Spain"
"1189","1987",42.9929860002211,"ES","Spain"
"1190","1988",45.8082787489093,"ES","Spain"
"1191","1989",49.9815251969407,"ES","Spain"
"1192","1990",54.2061747132609,"ES","Spain"
"1193","1991",59.0431450266381,"ES","Spain"
"1194","1992",63.9860173432054,"ES","Spain"
"1195","1993",69.8349417540808,"ES","Spain"
